name	type	units	low_cutoff	high_cutoff	sampling_frequency
_AHL1	SEEG	μV	1000	0.5	2000
_AHL2	SEEG	μV	1000	0.5	2000
_AHL3	SEEG	μV	1000	0.5	2000
_AHL4	SEEG	μV	1000	0.5	2000
_AHL5	SEEG	μV	1000	0.5	2000
_AHL6	SEEG	μV	1000	0.5	2000
_AHL7	SEEG	μV	1000	0.5	2000
_AHL8	SEEG	μV	1000	0.5	2000
_GL_A1	ECOG	μV	1000	0.5	2000
_GL_A2	ECOG	μV	1000	0.5	2000
_GL_A3	ECOG	μV	1000	0.5	2000
_GL_A4	ECOG	μV	1000	0.5	2000
_GL_A5	ECOG	μV	1000	0.5	2000
_GL_A6	ECOG	μV	1000	0.5	2000
_GL_A7	ECOG	μV	1000	0.5	2000
_GL_A8	ECOG	μV	1000	0.5	2000
_GL_B1	ECOG	μV	1000	0.5	2000
_GL_B2	ECOG	μV	1000	0.5	2000
_GL_B3	ECOG	μV	1000	0.5	2000
_GL_B4	ECOG	μV	1000	0.5	2000
_GL_B5	ECOG	μV	1000	0.5	2000
_GL_B6	ECOG	μV	1000	0.5	2000
_GL_B7	ECOG	μV	1000	0.5	2000
_GL_B8	ECOG	μV	1000	0.5	2000
_GL_C1	ECOG	μV	1000	0.5	2000
_GL_C2	ECOG	μV	1000	0.5	2000
_GL_C3	ECOG	μV	1000	0.5	2000
_GL_C4	ECOG	μV	1000	0.5	2000
_GL_C5	ECOG	μV	1000	0.5	2000
_GL_C6	ECOG	μV	1000	0.5	2000
_GL_C7	ECOG	μV	1000	0.5	2000
_GL_C8	ECOG	μV	1000	0.5	2000
_GL_D1	ECOG	μV	1000	0.5	2000
_GL_D2	ECOG	μV	1000	0.5	2000
_GL_D3	ECOG	μV	1000	0.5	2000
_GL_D4	ECOG	μV	1000	0.5	2000
_GL_D5	ECOG	μV	1000	0.5	2000
_GL_D6	ECOG	μV	1000	0.5	2000
_GL_D7	ECOG	μV	1000	0.5	2000
_GL_D8	ECOG	μV	1000	0.5	2000
_GL_E1	ECOG	μV	1000	0.5	2000
_GL_E2	ECOG	μV	1000	0.5	2000
_GL_E3	ECOG	μV	1000	0.5	2000
_GL_E4	ECOG	μV	1000	0.5	2000
_GL_E5	ECOG	μV	1000	0.5	2000
_GL_E6	ECOG	μV	1000	0.5	2000
_GL_E7	ECOG	μV	1000	0.5	2000
_GL_E8	ECOG	μV	1000	0.5	2000
_GL_F1	ECOG	μV	1000	0.5	2000
_GL_F2	ECOG	μV	1000	0.5	2000
_GL_F3	ECOG	μV	1000	0.5	2000
_GL_F4	ECOG	μV	1000	0.5	2000
_GL_F5	ECOG	μV	1000	0.5	2000
_GL_F6	ECOG	μV	1000	0.5	2000
_GL_F7	ECOG	μV	1000	0.5	2000
_GL_F8	ECOG	μV	1000	0.5	2000
_GL_G1	ECOG	μV	1000	0.5	2000
_GL_G2	ECOG	μV	1000	0.5	2000
_GL_G3	ECOG	μV	1000	0.5	2000
_GL_G4	ECOG	μV	1000	0.5	2000
_GL_G5	ECOG	μV	1000	0.5	2000
_GL_G6	ECOG	μV	1000	0.5	2000
_GL_G7	ECOG	μV	1000	0.5	2000
_GL_G8	ECOG	μV	1000	0.5	2000
_GL_H1	ECOG	μV	1000	0.5	2000
_GL_H2	ECOG	μV	1000	0.5	2000
_GL_H3	ECOG	μV	1000	0.5	2000
_GL_H4	ECOG	μV	1000	0.5	2000
_GL_H5	ECOG	μV	1000	0.5	2000
_GL_H6	ECOG	μV	1000	0.5	2000
_GL_H7	ECOG	μV	1000	0.5	2000
_GL_H8	ECOG	μV	1000	0.5	2000
_PHL1	SEEG	μV	1000	0.5	2000
_PHL2	SEEG	μV	1000	0.5	2000
_PHL3	SEEG	μV	1000	0.5	2000
_PHL4	SEEG	μV	1000	0.5	2000
_PHL5	SEEG	μV	1000	0.5	2000
_PHL6	SEEG	μV	1000	0.5	2000
_PHL7	SEEG	μV	1000	0.5	2000
_PHL8	SEEG	μV	1000	0.5	2000
