onset	duration	nTrial	begSample	endSample	SetSize	ProbeLetter	Match	Correct	ResponseTime	Artifact
0.0005	8	1	1	16000	8	P	OUT	0	3.05675	1
8.0005	8	2	16001	32000	4	H	OUT	1	1.0645	0
16.0005	8	3	32001	48000	6	K	OUT	1	2.46425	0
24.0005	8	4	48001	64000	4	S	OUT	1	0.89775	0
32.0005	8	5	64001	80000	8	P	OUT	1	1.03025	0
40.0005	8	6	80001	96000	8	B	IN	0	3.56875	0
48.0005	8	7	96001	112000	4	N	IN	1	0.97375	0
56.0005	8	8	112001	128000	6	T	IN	1	0.815	1
64.0005	8	9	128001	144000	6	F	OUT	1	1.34875	1
72.0005	8	10	144001	160000	4	Q	OUT	1	0.817	0
80.0005	8	11	160001	176000	4	H	IN	1	0.7705	0
88.0005	8	12	176001	192000	4	Q	OUT	1	1.199	0
96.0005	8	13	192001	208000	4	W	IN	1	0.77875	0
104.0005	8	14	208001	224000	4	W	IN	1	1.208	0
112.0005	8	15	224001	240000	8	H	OUT	1	1.454	0
120.0005	8	16	240001	256000	4	L	IN	1	0.75875	0
128.0005	8	17	256001	272000	6	N	OUT	1	1.23	0
136.0005	8	18	272001	288000	8	P	OUT	1	2.40675	0
144.0005	8	19	288001	304000	8	B	IN	1	1.87275	0
152.0005	8	20	304001	320000	6	B	IN	1	1.30025	0
160.0005	8	21	320001	336000	4	L	IN	1	0.861	0
168.0005	8	22	336001	352000	6	Q	IN	1	0.932	0
176.0005	8	23	352001	368000	6	H	OUT	1	1.4055	0
184.0005	8	24	368001	384000	8	V	IN	1	1.61625	0
192.0005	8	25	384001	400000	4	S	OUT	1	0.87	0
200.0005	8	26	400001	416000	8	B	OUT	1	0.933	0
208.0005	8	27	416001	432000	6	Q	IN	1	1.1505	0
216.0005	8	28	432001	448000	8	Q	OUT	1	1.08725	0
224.0005	8	29	448001	464000	8	K	OUT	1	0.93	0
232.0005	8	30	464001	480000	4	K	OUT	1	0.846	0
240.0005	8	31	480001	496000	8	F	OUT	0	2.40775	0
248.0005	8	32	496001	512000	4	F	OUT	1	1.494	0
256.0005	8	33	512001	528000	6	Z	OUT	1	0.9555	0
264.0005	8	34	528001	544000	4	H	OUT	1	0.911	0
272.0005	8	35	544001	560000	8	C	IN	1	1.13725	0
280.0005	8	36	560001	576000	8	H	OUT	1	1.25925	0
288.0005	8	37	576001	592000	4	V	OUT	1	0.916	0
296.0005	8	38	592001	608000	4	L	OUT	1	0.8455	0
304.0005	8	39	608001	624000	4	W	IN	1	0.983	0
312.0005	8	40	624001	640000	4	T	IN	1	0.856	0
320.0005	8	41	640001	656000	8	S	OUT	1	2.0765	0
328.0005	8	42	656001	672000	4	H	IN	1	0.7715	0
336.0005	8	43	672001	688000	4	Z	IN	1	0.69175	0
344.0005	8	44	688001	704000	4	S	IN	1	0.68725	0
352.0005	8	45	704001	720000	4	V	OUT	1	0.918	0
360.0005	8	46	720001	736000	8	D	IN	1	1.0615	0
368.0005	8	47	736001	752000	4	K	OUT	1	0.83525	0
376.0005	8	48	752001	768000	6	G	OUT	1	0.84225	0
384.0005	8	49	768001	784000	6	P	IN	1	0.71225	0
392.0005	8	50	784001	800000	4	W	IN	1	1.118	0
