name	x	y	z	size	AnatomicalLocation
mAHL1	-25.2783464732842	-15.5226964683196	-16.4586733995005	1.3	Hipp, Left Hippocampus rHipp, rostral hippocampus
mAHL2	-28.4646903275802	-15.8958011233367	-16.276624985309	1.3	Hipp, Left Hippocampus rHipp, rostral hippocampus
mAHL3	-34.8838118578217	-15.5478647783361	-15.4274299131896	1.3	Hipp, Left Hippocampus cHipp, caudal hippocampus
mAHL4	-40.6908505726612	-15.0789131933079	-15.2286658869433	1.3	no_label_found
mAHL5	-46.5053728962658	-14.5640708995685	-14.7892383835849	1.3	no_label_found
mAHL6	-52.7090463397932	-14.0489331396861	-14.3777722489331	1.3	MTG, Left Middle Temporal Gyrus aSTS, anterior superior temporal sulcus
mAHL7	-58.539160191694	-14.0178721269769	-13.9070302895312	1.3	MTG, Left Middle Temporal Gyrus aSTS, anterior superior temporal sulcus
mAHL8	-64.7338464842971	-14.4307285997478	-13.2003779063548	1.3	MTG, Left Middle Temporal Gyrus aSTS, anterior superior temporal sulcus
mAHR1	29.4321529493532	-14.2490345592766	-21.9749134178603	1.3	Hipp, Right Hippocampus cHipp, caudal hippocampus
mAHR2	32.3541026195821	-15.2206325337263	-22.0561159279628	1.3	Hipp, Right Hippocampus cHipp, caudal hippocampus
mAHR3	38.8747367058323	-16.3909608562447	-21.9723262830178	1.3	FuG, Right Fusiform Gyrus A20rv, rostroventral area 20
mAHR4	44.45600223614	-18.0643698004763	-22.1078707008216	1.3	ITG, Right Inferior Temporal Gyrus A20iv, intermediate ventral area 20
mAHR5	50.845131404825	-20.6491823659109	-22.2690028238763	1.3	ITG, Right Inferior Temporal Gyrus A20il, intermediate lateral area 20
mAHR6	56.7880173742819	-20.8302056209899	-22.5244781334618	1.3	ITG, Right Inferior Temporal Gyrus A20il, intermediate lateral area 20
mAHR7	62.9999285732588	-22.9709528085294	-22.7426440702463	1.3	ITG, Right Inferior Temporal Gyrus A20il, intermediate lateral area 20
mAHR8	68.5654525942537	-25.0992383285435	-22.5281918224037	1.3	no_label_found
mAL1	-18.5722123635397	-5.04744901147655	-15.467106956468	1.3	Amyg, Left Amygdala mAmyg, medial amygdala
mAL2	-21.6934014958249	-4.42085375101544	-16.1455834185313	1.3	Amyg, Left Amygdala mAmyg, medial amygdala
mAL3	-27.6277714343403	-2.99042387419054	-17.005703628035	1.3	Amyg, Left Amygdala lAmyg, lateral amygdala
mAL4	-32.4558749741464	-2.20810444120084	-17.9944843479952	1.3	no_label_found
mAL5	-38.0113919940562	-0.423488588333076	-18.9450353541651	1.3	no_label_found
mAL6	-43.966517408355	0.845573487090466	-19.7374234545002	1.3	STG, Left Superior Temporal Gyrus A38l, lateral area 38
mAL7	-49.1974588043417	2.19307291401901	-20.6469497612976	1.3	STG, Left Superior Temporal Gyrus A22r, rostral area 22
mAL8	-54.8679267040312	3.99593305584379	-21.4408625676654	1.3	MTG, Left Middle Temporal Gyrus aSTS, anterior superior temporal sulcus
mAR1	22.4575956763528	-5.79566582494357	-17.1768280012838	1.3	Amyg, Right Amygdala mAmyg, medial amygdala
mAR2	25.3926981779847	-5.25298528161868	-18.5425676302208	1.3	Amyg, Right Amygdala lAmyg, lateral amygdala
mAR3	30.1297368638642	-4.99896037293197	-20.6739885029386	1.3	Amyg, Right Amygdala lAmyg, lateral amygdala
mAR4	36.7632238692022	-4.73887904429832	-23.0328366475152	1.3	no_label_found
mAR5	42.2807242122411	-4.18672944157722	-25.4309847670131	1.3	no_label_found
mAR6	48.3340103816084	-4.37818284676382	-27.4595979673171	1.3	MTG, Right Middle Temporal Gyrus A21r, rostral area 21
mAR7	53.203725944017	-4.24392549264694	-29.4700443311367	1.3	MTG, Right Middle Temporal Gyrus A21r, rostral area 21
