session_id	acq_time
ses-01	2019-01-15T17:45:24
ses-02	2019-01-15T17:45:24
ses-03	2019-01-16T11:47:56
ses-04	2019-01-16T11:58:15
ses-05	2019-01-17T16:31:55
ses-06	2019-01-17T16:42:46
ses-07	2019-01-17T16:51:44
ses-08	2019-01-18T14:54:01
