session_id	acq_time
ses-01	2016-02-11T11:56:09
ses-02	2016-02-11T12:06:04
ses-03	2016-02-11T15:33:05
ses-04	2016-02-12T16:59:40
ses-05	2016-02-13T15:37:08
ses-06	2016-02-13T15:37:08
ses-07	2016-02-13T15:37:08
