session_id	acq_time
ses-01	2014-08-27T16:59:29
ses-02	2014-08-27T17:12:04
ses-03	2014-08-27T17:21:32
ses-04	2014-08-28T10:10:00
ses-05	2014-08-28T10:26:08
ses-06	2014-08-28T14:55:21
ses-07	2014-08-28T15:10:10
