onset	duration	nTrial	begSample	endSample	SetSize	ProbeLetter	Match	Correct	ResponseTime	Artifact
0.005	8	1	1	1600	6	X	OUT	1	2.54675	0
8.005	8	2	1601	3200	6	X	IN	1	1.56625	0
16.005	8	3	3201	4800	6	X	IN	1	1.40875	0
24.005	8	4	4801	6400	6	X	IN	1	1.01825	0
32.005	8	5	6401	8000	6	X	IN	1	1.37825	0
40.005	8	6	8001	9600	6	X	OUT	1	1.50075	0
48.005	8	7	9601	11200	8	X	OUT	1	1.196	0
56.005	8	8	11201	12800	8	X	IN	0	1.1065	0
64.005	8	9	12801	14400	4	X	OUT	1	2.04	0
72.005	8	10	14401	16000	6	X	OUT	1	1.54925	0
80.005	8	11	16001	17600	6	X	OUT	1	1.17675	0
88.005	8	12	17601	19200	8	X	OUT	1	1.65675	0
96.005	8	13	19201	20800	6	X	IN	0	1.6805	0
104.005	8	14	20801	22400	4	X	OUT	1	1.1365	0
112.005	8	15	22401	24000	8	X	OUT	1	1.4605	0
120.005	8	16	24001	25600	4	X	IN	1	1.2655	0
128.005	8	17	25601	27200	4	X	IN	1	2.56275	0
136.005	8	18	27201	28800	6	X	OUT	1	2.03275	0
144.005	8	19	28801	30400	4	X	OUT	1	1.34175	0
152.005	8	20	30401	32000	8	X	OUT	1	1.41575	0
160.005	8	21	32001	33600	8	X	IN	1	1.40725	0
168.005	8	22	33601	35200	4	X	IN	1	1.21175	0
176.005	8	23	35201	36800	8	X	OUT	1	1.487	0
184.005	8	24	36801	38400	4	X	IN	1	0.95175	0
192.005	8	25	38401	40000	8	X	OUT	1	2.59925	0
200.005	8	26	40001	41600	4	X	OUT	1	1.28975	0
208.005	8	27	41601	43200	8	X	OUT	1	1.27125	1
216.005	8	28	43201	44800	6	X	OUT	1	1.46775	0
224.005	8	29	44801	46400	6	X	IN	0	4.1575	0
232.005	8	30	46401	48000	4	X	IN	1	1.12925	0
240.005	8	31	48001	49600	4	X	OUT	1	1.32475	0
248.005	8	32	49601	51200	6	X	OUT	1	1.39475	0
256.005	8	33	51201	52800	6	X	IN	1	2.69225	0
264.005	8	34	52801	54400	4	X	OUT	1	1.36375	0
272.005	8	35	54401	56000	8	X	OUT	1	3.25025	0
280.005	8	36	56001	57600	6	X	OUT	1	1.06725	0
288.005	8	37	57601	59200	4	X	IN	1	1.335	0
296.005	8	38	59201	60800	6	X	OUT	1	1.082	0
304.005	8	39	60801	62400	8	X	OUT	0	2.10525	0
312.005	8	40	62401	64000	4	X	OUT	1	1.393	0
320.005	8	41	64001	65600	8	X	OUT	1	0.9795	0
328.005	8	42	65601	67200	4	X	IN	1	1.29825	0
336.005	8	43	67201	68800	4	X	OUT	1	0.97025	0
344.005	8	44	68801	70400	8	X	IN	1	1.19575	0
352.005	8	45	70401	72000	8	X	IN	1	1.42275	0
360.005	8	46	72001	73600	8	X	OUT	1	0.89325	0
368.005	8	47	73601	75200	4	X	IN	1	0.989	1
376.005	8	48	75201	76800	6	X	OUT	1	1.12825	0
384.005	8	49	76801	78400	4	X	OUT	1	1.3985	0
