onset	duration	nTrial	begSample	endSample	SetSize	ProbeLetter	Match	Correct	ResponseTime	Artifact
0.005	8	1	1	1600	8	Q	OUT	1	1.0235	0
8.005	8	2	1601	3200	4	Q	IN	1	1.24525	0
16.005	8	3	3201	4800	4	C	IN	1	1.172	0
24.005	8	4	4801	6400	8	W	IN	1	1.78025	0
32.005	8	5	6401	8000	8	W	OUT	0	1.417	0
40.005	8	6	8001	9600	4	H	OUT	1	1.092	0
48.005	8	7	9601	11200	6	H	OUT	1	0.767	0
56.005	8	8	11201	12800	6	R	OUT	1	0.82525	0
64.005	8	9	12801	14400	6	L	IN	1	1.06075	0
72.005	8	10	14401	16000	8	P	OUT	1	0.95125	0
80.005	8	11	16001	17600	6	Q	OUT	1	0.845	1
88.005	8	12	17601	19200	4	R	OUT	1	0.83375	0
96.005	8	13	19201	20800	6	T	OUT	1	0.8705	0
104.005	8	14	20801	22400	6	G	IN	1	2.6855	0
112.005	8	15	22401	24000	6	N	IN	1	0.89575	0
120.005	8	16	24001	25600	4	L	IN	1	0.61125	0
128.005	8	17	25601	27200	4	K	IN	1	0.777	0
136.005	8	18	27201	28800	8	Q	IN	1	1.28175	0
144.005	8	19	28801	30400	6	G	OUT	1	0.9585	0
152.005	8	20	30401	32000	6	G	IN	1	0.9765	0
160.005	8	21	32001	33600	6	B	OUT	1	1.537	0
168.005	8	22	33601	35200	4	T	IN	1	1.006	0
176.005	8	23	35201	36800	6	H	OUT	1	1.1825	0
184.005	8	24	36801	38400	8	S	OUT	1	1.3925	0
192.005	8	25	38401	40000	4	K	IN	1	1.09375	0
200.005	8	26	40001	41600	8	L	IN	1	1.1775	0
208.005	8	27	41601	43200	6	C	IN	1	1.0495	0
216.005	8	28	43201	44800	6	H	IN	1	1.3575	0
224.005	8	29	44801	46400	6	D	OUT	0	2.4355	0
232.005	8	30	46401	48000	4	N	OUT	1	1.4275	0
240.005	8	31	48001	49600	6	H	IN	1	1.4525	0
248.005	8	32	49601	51200	4	C	IN	1	1.2035	0
256.005	8	33	51201	52800	4	L	IN	1	1.209	0
264.005	8	34	52801	54400	6	Q	IN	1	1.26625	0
272.005	8	35	54401	56000	6	R	IN	0	3.928	0
280.005	8	36	56001	57600	4	T	IN	1	1.00375	0
288.005	8	37	57601	59200	8	B	OUT	1	0.94	0
296.005	8	38	59201	60800	4	Z	IN	1	1.076	0
304.005	8	39	60801	62400	8	V	OUT	1	1.475	0
312.005	8	40	62401	64000	4	L	IN	1	1.11	0
320.005	8	41	64001	65600	4	W	OUT	1	1.3015	0
328.005	8	42	65601	67200	6	B	IN	0	1.93725	0
336.005	8	43	67201	68800	4	G	OUT	1	0.96025	0
344.005	8	44	68801	70400	8	G	OUT	1	1.03025	0
352.005	8	45	70401	72000	6	F	IN	1	1.478	0
360.005	8	46	72001	73600	4	L	OUT	1	1.727	0
368.005	8	47	73601	75200	8	F	OUT	1	1.00525	0
376.005	8	48	75201	76800	6	K	IN	1	1.04775	0
384.005	8	49	76801	78400	8	Z	OUT	1	1.018	0
392.005	8	50	78401	80000	6	B	OUT	1	1.3785	0
