session_id	acq_time
ses-01	2018-07-03T16:54:20
ses-02	2018-07-03T18:10:25
ses-03	2018-07-04T10:02:25
ses-04	2018-07-04T10:02:25
ses-05	2018-07-05T11:13:35
ses-06	2018-07-06T12:14:50
