name	x	y	z	size	AnatomicalLocation
mAHL1	-30.1874843005756	-20.9310875846981	-14.6628685584537	1.3	Hipp, Left Hippocampus cHipp, caudal hippocampus
mAHL2	-33.0452489804597	-20.98115898422	-14.6251575426424	1.3	Hipp, Left Hippocampus cHipp, caudal hippocampus
mAHL3	-40.2354673047986	-22.5079032470085	-13.7095504349254	1.3	no_label_found
mAHL4	-46.3164318080856	-21.777850217861	-13.4198288039003	1.3	no_label_found
mAHL5	-52.3835837788868	-22.607774852044	-12.6800288154051	1.3	no_label_found
mAHL6	-58.8649102205104	-22.9915926498232	-11.8188531116563	1.3	no_label_found
mAHL7	-65.3590425583049	-22.2668036973863	-11.5078183779714	1.3	MTG, Left Middle Temporal Gyrus aSTS, anterior superior temporal sulcus
mAHL8	-72.4430353883795	-23.7142354645905	-10.7931908965187	1.3	no_label_found
mAL1	-25.4334136907457	-7.46718898909409	-22.648471503369	1.3	Hipp, Left Hippocampus rHipp, rostral hippocampus
mAL2	-28.8144851153198	-6.9800458970945	-22.0493194978311	1.3	Hipp, Left Hippocampus rHipp, rostral hippocampus
mAL3	-34.4363203992953	-7.97934237033929	-20.77809605337	1.3	Hipp, Left Hippocampus rHipp, rostral hippocampus
mAL4	-40.9475207906621	-7.79248907769187	-19.7419248578633	1.3	no_label_found
mAL5	-47.4672708797102	-7.65830384604954	-18.7228896641504	1.3	STG, Left Superior Temporal Gyrus A22r, rostral area 22
mAL6	-53.9265869207984	-8.42808505405783	-18.5187370251597	1.3	MTG, Left Middle Temporal Gyrus aSTS, anterior superior temporal sulcus
mAL7	-60.3863717646937	-8.82452702012561	-17.5197738846922	1.3	MTG, Left Middle Temporal Gyrus aSTS, anterior superior temporal sulcus
mAL8	-67.4713856482457	-8.7005362422826	-16.4887858810865	1.3	MTG, Left Middle Temporal Gyrus A21c, caudal area 21
mDRR1	44.432215835208	-33.4749700511122	-20.5819877977212	1.3	FuG, Right Fusiform Gyrus A37lv, lateroventral area37
mDRR2	45.199862257923	-35.9369370280023	-18.1707757822228	1.3	FuG, Right Fusiform Gyrus A37lv, lateroventral area37
mDRR3	44.6655077032794	-39.3073459252188	-13.7276764289116	1.3	FuG, Right Fusiform Gyrus A37lv, lateroventral area37
mDRR4	45.4070191664596	-43.3068395682624	-8.69717558246583	1.3	no_label_found
mDRR5	47.3597229217315	-47.6756624407386	-4.34817223930299	1.3	no_label_found
mDRR6	48.5997713788405	-51.1967536648835	0.767520719872195	1.3	no_label_found
mDRR7	49.8746403738191	-55.6104492051522	5.20364379462012	1.3	pSTS, Right posterior Superior Temporal Sulcus cpSTS, caudoposterior superior temporal sulcus
mDRR8	51.0488250354071	-59.1510960903015	10.4625185208275	1.3	IPL, Right Inferior Parietal Lobule A39rv, rostroventral area 39 (PGa)
mPHR1	39.2948624203007	-24.7213458518948	-15.8628964790982	1.3	Hipp, Right Hippocampus
mPHR2	40.6103641627652	-26.8064619906782	-15.3905923904718	1.3	FuG, Right Fusiform Gyrus A20rv, rostroventral area 20
mPHR3	47.2379102766073	-31.283670918163	-14.1002763559735	1.3	no_label_found
mPHR4	51.6441023302219	-34.6687435147915	-13.3014854286941	1.3	ITG, Right Inferior Temporal Gyrus A20cl, caudolateral of area 20
mPHR5	57.5881074690244	-38.6741818787053	-11.8311089358093	1.3	ITG, Right Inferior Temporal Gyrus A20cl, caudolateral of area 20
mPHR6	62.4432590183459	-42.6451822832932	-10.1740095556998	1.3	ITG, Right Inferior Temporal Gyrus A20cl, caudolateral of area 20
mPHR7	65.6757659856066	-45.4779922680172	-9.14708813683328	1.3	MTG, Right Middle Temporal Gyrus A21c, caudal area 21
mPHR8	72.1796527607954	-49.5652402663066	-7.4825631910685	1.3	no_label_found
