onset	duration	nTrial	begSample	endSample	SetSize	ProbeLetter	Match	Correct	ResponseTime	Artifact
0.0005	8	1	1	16000	8	n/a	IN	1	1.1298828125	0
8.0005	8	2	16001	32000	4	n/a	IN	1	2.892578125	0
16.0005	8	3	32001	48000	8	n/a	OUT	1	1.823974609375	0
24.0005	8	4	48001	64000	4	n/a	IN	1	1.044189453125	0
32.0005	8	5	64001	80000	4	n/a	IN	1	2.326904296875	0
40.0005	8	6	80001	96000	6	n/a	IN	1	1.0849609375	0
48.0005	8	7	96001	112000	6	n/a	IN	1	1.636474609375	0
56.0005	8	8	112001	128000	4	n/a	IN	1	0.839111328125	0
64.0005	8	9	128001	144000	8	n/a	OUT	1	4.33349609375	0
72.0005	8	10	144001	160000	4	n/a	IN	1	0.6025390625	0
80.0005	8	11	160001	176000	8	n/a	OUT	1	1.3515625	0
88.0005	8	12	176001	192000	6	n/a	IN	0	1.61474609375	0
96.0005	8	13	192001	208000	4	n/a	IN	1	0.762939453125	0
104.0005	8	14	208001	224000	6	n/a	OUT	1	3.0927734375	0
112.0005	8	15	224001	240000	6	n/a	OUT	1	1.46875	0
120.0005	8	16	240001	256000	6	n/a	IN	0	1.376953125	0
128.0005	8	17	256001	272000	6	n/a	OUT	0	1.818359375	0
136.0005	8	18	272001	288000	6	n/a	IN	1	1.96142578125	0
144.0005	8	19	288001	304000	4	n/a	IN	1	0.81396484375	0
152.0005	8	20	304001	320000	6	n/a	IN	1	0.7587890625	0
160.0005	8	21	320001	336000	6	n/a	IN	1	0.75048828125	0
168.0005	8	22	336001	352000	6	n/a	OUT	1	1.499267578125	0
176.0005	8	23	352001	368000	8	n/a	OUT	1	1.205322265625	0
184.0005	8	24	368001	384000	8	n/a	IN	1	2.441650390625	0
192.0005	8	25	384001	400000	6	n/a	OUT	1	2.02685546875	0
200.0005	8	26	400001	416000	4	n/a	OUT	1	1.09619140625	0
208.0005	8	27	416001	432000	6	n/a	IN	1	1.34375	0
216.0005	8	28	432001	448000	8	n/a	OUT	0	1.298828125	0
224.0005	8	29	448001	464000	4	n/a	IN	1	0.86865234375	0
232.0005	8	30	464001	480000	4	n/a	OUT	1	1.9287109375	0
240.0005	8	31	480001	496000	6	n/a	IN	1	2.209716796875	0
248.0005	8	32	496001	512000	8	n/a	OUT	0	1.805419921875	0
256.0005	8	33	512001	528000	4	n/a	IN	1	1.020263671875	0
264.0005	8	34	528001	544000	8	n/a	OUT	0	1.783935546875	0
